,timestamp,tweet_text,all_hashtags,retweet_count,tweet_created_at, username,followers_count,target
471,5/3/2021 17:30,No mom  ma tes2ale my relatives eza badon yehko mae aal phone,[],0,5/3/2021 17:30,knownasvivv,398,neutral
472,5/3/2021 17:33,$LOTZ  @ $7.5   🚀HUGE USED CARS DEMAND  ( $fsly $zm $u $pton $net $crwd $fsr $sklz $ge $bac $aal $f $ual $gm $rkt $m $nvda $aapl $nio $li $xpev $plug $msft $mvis $shop $pins $snap $pltr $tsla $sq $riot $mara $rmo $clov $nvax $coin $spce $amc $fb #Bitcoin #wsb #car #chipshortage https://t.co/Ef97BYRnLF,"['Bitcoin', 'wsb', 'car', 'chipshortage']",1,5/3/2021 17:33,StockTradesUSA,746,neutral
473,5/3/2021 17:36,@BTShypeman_aal Ily too ♡🥰 (no homo tho 🤠),[],0,5/3/2021 17:36,LagangsterMark,566,positive
474,5/3/2021 17:40,$penn $mara $aal $tsla $opti $spy $srne $coin $sunw  $dkng $aapl $hexo $ibio $vxrt $acb $fb $amc $gme $fsr $cciv $msft $nio $snap $fubo  $wkhs $sndl $pltr $ocgn $amd $nakd  WE ALERTED $MVIS at $10 RAN TO $25 (150% GAIN)  DAILY ALERTS  $15 ONE TIME!  BEAT THAT 👇👇 🚨LINK IN BIO🚨,[],1,5/3/2021 17:40,Right__Stocks,988,positive
475,5/3/2021 17:43,"The flight the other day was the roughest I’ve ever had. Taking precautions, don’t wanna traumatize anybody today... #AmericanAirlines https://t.co/EYnUjvnkwp",['AmericanAirlines'],0,5/3/2021 17:43,FriarDale,364,neutral
476,5/3/2021 17:44,"Returns are overrated, Accumulation is underrated!💪  Agree?  #investing #MotivationalQuotes #mondaythoughts  $NDX  #ES_F  $SPY  $AAPL  $BABA  $NFLX $ROKU  $BA  $COST $MCD  $WMT  $FB $VIX  $MRNA  $CPCE $TLRY  $VXRT  $CCL $AAL  $AL  $BAC  $BX   $NVAX  $AMD","['investing', 'MotivationalQuotes', 'mondaythoughts', 'ES_F']",2,5/3/2021 17:44,The_Plutus,132,positive
480,5/3/2021 17:48,@MyBetaMod @Positive_Call @DeeperThrill @The_SmartMoney @EgoDriv @PerfectGuide_ @strong_leaders @AAL_________ @tinrovic @iamhasscr @wayoflife0620 Thanks!,[],0,5/3/2021 17:48,DigitalWealth_,7740,neutral
482,5/3/2021 17:49,@BTShypeman_aal Okay!! i see you manaal https://t.co/ILuu07EQz7,[],0,5/3/2021 17:49,lvlyjooniiee,126,neutral
483,5/3/2021 17:50,$AMZN  upside reversal looks close.  maybe even today  $FB $LOVE $WORK $AAL $AMD $MNTA $GLD $TWR $SLV $XOM $WMT $CCL $HD $TSLA $XLE $SPY $IWM $ES $WPX $BA $SPG $MCD $MFA $HTZ $AAPL $CHWY $QQQ $C $ES $AMC $DIS $ZNGA $ZM $PLNT $MGM $AMD $AMZN $DIS $SPY https://t.co/5PJC3Vhh6E,[],1,5/3/2021 17:50,brainhoits,276,positive
484,5/3/2021 17:51,AAL breakout,[],0,5/3/2021 17:51,1TimeOptions,368,positive
485,5/3/2021 17:52,Scaling out 1/2 position on AAL .55 ask,[],0,5/3/2021 17:52,1TimeOptions,368,positive
488,5/3/2021 17:55,"Nice Print for $AAL - Amount: $3,630,726.00 - to learn more, SIGNUP https://t.co/JWvlYbdLod or get a training https://t.co/0L4k6hWHAt!",[],0,5/3/2021 17:55,TradeWithAlerts,31200,positive
487,5/3/2021 17:55,"Tanzania, once sceptical of COVID-19, announces measures to curb new variants | Reuters https://t.co/htrlrUexPU $AMC $DAL $UAL $CZR $TSLA $NKLA $DKNG $PENN $AAL #DAX30 #CAC40 #AEX $CCIV $JBLU $SPY $MGM $GME $BYD $QQQ $NDX $VIX $CPA $ALK $FSR $NCLH $RCL $CCL","['DAX30', 'CAC40', 'AEX']",0,5/3/2021 17:55,Marketupdater,2122,positive
489,5/3/2021 17:57,#BJP la unmaya pesura ore aal ivaru dhaan da !!!  He's the only person from BJP to talk truth !  #BjpDestroyedIndia https://t.co/y6gqBn1P4F,"['BJP', 'BjpDestroyedIndia']",0,5/3/2021 17:57,doctor_vsb,938,neutral
492,5/3/2021 17:58,Are you ready to travel??   #flydrt #destinationdelrio #dynamicallydelrio #distinctlydelrio #cleancommittment #americanairlines #travel #traveltexas #delriotx,"['flydrt', 'destinationdelrio', 'dynamicallydelrio', 'distinctlydelrio', 'cleancommittment', 'americanairlines', 'travel', 'traveltexas', 'delriotx']",2,5/3/2021 17:58,fly_drt,21,positive
491,5/3/2021 17:58,Follow &amp; Grow 🌱  Sales @SalesNotepad Life @IAmAaronWill Mindset @theinspiringco_  Money @The_SmartMoney Affiliate @MidnightUDog Biz @Entrepreneurfo3  Motivation @vizovisek Thought @CarvingThought Risk @Risk2Earn  Philosophy @PhilosophyVK_ Wealth @WealthMail  Truth @AAL_________,[],0,5/3/2021 17:58,benbunsen,3872,positive
493,5/3/2021 18:00,Scanner #stocks @ 05/03/2021 11:00 AM PST TF: 1 hr  🔵 Buy: 2/105 $FEYE @ 19.965 $AAL @ 21.785  🔴 Sell: 3/105 $C @ 71.745 $SRTY @ 9.755 $NIO @ 39.465  #Trading #StockMarket #Money,"['stocks', 'Trading', 'StockMarket', 'Money']",0,5/3/2021 18:00,VapzerSignals,229,positive
494,5/3/2021 18:02,Somebody host a space session on football. Aal aaluku Cinema and songs nu host pannitu irukinga 😭😭,[],0,5/3/2021 18:02,VigneshKr18,1489,neutral
495,5/3/2021 18:04,Nonstop service from Spokane to @fly2ohare on @AmericanAir begins one month from today! Tickets are available at https://t.co/Mh5R2IVygN. #americanairlines #chicago #iflyspokane https://t.co/5pA3rhKG8y,"['americanairlines', 'chicago', 'iflyspokane']",0,5/3/2021 18:04,iflyspokane,2292,positive
496,5/3/2021 18:05,Nunavut capital declares local state of emergency as COVID-19 cases rise - Tri-City News https://t.co/KjhzquU95D $AMC $DAL $UAL $CZR $TSLA $NKLA $DKNG $PENN $AAL #DAX30 #CAC40 #AEX $CCIV $STEM $SPY $MGM $GME $BYD $QQQ $NDX $VIX $CPA $ALK $FSR $NCLH $RCL $CCL,"['DAX30', 'CAC40', 'AEX']",0,5/3/2021 18:05,Marketupdater,2122,negative
497,5/3/2021 18:06,"Minnesota reports 1,105 new COVID-19 cases, 3 deaths | Bemidji Pioneer https://t.co/6RULX2td2O $AMC $DAL $UAL $CZR $TSLA $NKLA $DKNG $PENN $AAL #DAX30 #CAC40 #AEX $CCIV $STEM $SPY $MGM $GME $BYD $QQQ $NDX $VIX $CPA $ALK $FSR $NCLH $RCL $CCL","['DAX30', 'CAC40', 'AEX']",0,5/3/2021 18:06,Marketupdater,2122,negative
498,5/3/2021 18:06,NOW PLAYING: Civic Green @civic_green - Gav AAL Smile Radio Intro (2). Listen now on https://t.co/wHaA4DFPXF – the beacon for unsigned music and artists! #liveonair #goodtimes #goodmusic #listennow #nowplaying,"['liveonair', 'goodtimes', 'goodmusic', 'listennow', 'nowplaying']",0,5/3/2021 18:06,Smileradio3,6072,positive
499,5/3/2021 18:10,$AAL great earnings from 4/22- airlines are starting to get back to normal- pretty much lows so low risk- tight descending wedge- break and close above 21.82 would throw it- DOW is up like 300 points... LFG!!! https://t.co/VR9aQLnK8V,[],0,5/3/2021 18:10,OnlyGreenTrades,564,positive
500,5/3/2021 18:10,US Concerned About Spread of COVID-19 Variant That Has Hit India: Sullivan https://t.co/Zh9GJ4sAEI $AMC $DAL $UAL $CZR $TSLA $NKLA $DKNG $PENN $AAL #DAX30 #CAC40 #AEX $CCIV $STEM $SPY $MGM $GME $BYD $QQQ $NDX $VIX $CPA $ALK $FSR $NCLH $RCL $CCL,"['DAX30', 'CAC40', 'AEX']",0,5/3/2021 18:10,Marketupdater,2122,negative
501,5/3/2021 18:17,$PYPL same as AAL- pretty much beaten to lows- can't go much further IMO- Earnings on 5/5,[],0,5/3/2021 18:17,OnlyGreenTrades,564,positive
502,5/3/2021 18:18,#AMERICANAIRLINES-PII- issues.    PII issue !!! I found in my account a flight reserve of a person who does not have any relationship with my  my AA Advantage. Since I didn’t know why the reservation  of someone appeared  in my app (who I have no relationship with) Continue....,['AMERICANAIRLINES'],0,5/3/2021 18:18,FManon,64,negative
503,5/3/2021 18:23,$AAL can we close @ $22,[],0,5/3/2021 18:23,JuanAvilesARG,17,positive
504,5/3/2021 18:23,🚀Alerted an entry for $SPY win of 121%.   ✅Check us out  🔥  $NAKD $TSLA $AAPL $NIO $SPY $INTC $GE $SNDL $NXTD $KGC $ZOM $FCEL $FEYE  $ZM $AAL  $PLTR  $CCL  $MSFT  $PFE $PLUG  $WFC  $AMD  $VXX  $CNSP $QQQ https://t.co/RVFjj1IbCb,[],0,5/3/2021 18:23,Vijayraj11122,555,positive
505,5/3/2021 18:24,@AMucaadh @Aal_Moalim Old content?,[],0,5/3/2021 18:24,UlSawt,92,neutral
506,5/3/2021 18:25,COVID Update: India Breaks New Virus Records Over Weekend; More Global Cases in Last Two Weeks than First Six Months of Pandemic https://t.co/yOmjpFUFPh $AMC $DAL $UAL $CZR $DKNG $PENN $AAL #DAX30 #CAC40 #AEX $CCIV $SPY $MGM $GME $BYD $QQQ $NDX $VIX $CPA $ALK $FSR $NCLH $RCL $CCL,"['DAX30', 'CAC40', 'AEX']",0,5/3/2021 18:25,Marketupdater,2122,negative
507,5/3/2021 18:26,",,Most profitable trading community, It’s turned $15,000 into $1.2M in the last 5 months;https://t.co/Czngn3xs68  $IAU $CTXR $GGB $CCL $AAL $PBR $BBD $GDX $DNN https://t.co/kGoXsBIb0J",[],0,5/3/2021 18:26,xifam3,0,positive
508,5/3/2021 18:26,Join the most profitable trading group   $GOOG $AAPL $SPY $AMZN $TDOC $TSLA $COST $BA $NFLX $NVDA $TWTR $ZM $BABA $FB $DOW $MSFT $QQQ $BB $TSLA $AYRO $NKLA $SAVE $VRM $TRIL  $BBAR $STNG $GLUU $ZNGA $AAL $CACC $ESE $SPCE $FCEL $TRIP $BYND $MRNA $BTX https://t.co/AJoa8YvaAv,[],0,5/3/2021 18:26,stocktrader5550,555,positive
510,5/3/2021 18:31,More examples https://t.co/NiBIeJDU44,[],0,5/3/2021 18:31,Aal_Moalim,1001,neutral
513,5/3/2021 18:35,"I don't know why, and I know how far, but airlines all look like they are going higher to me. They've held their backtests of multi month support and seem to be slowly building something. We'll see. $AAL is my favorite., volume coming in. $JETS $UAL $DAL",[],0,5/3/2021 18:35,Shack_SI,471,positive
512,5/3/2021 18:35,"Looking at the yearly performance, $AAL.L did better than 93% of all other stocks. https://t.co/byW6QLGxTY #ChartMill #AngloAmericanPlc #AAL #LondonStockExchange #TechnicalAnalysis https://t.co/uT2BUW4Jyn","['ChartMill', 'AngloAmericanPlc', 'AAL', 'LondonStockExchange', 'TechnicalAnalysis']",0,5/3/2021 18:35,ChartMill,7522,positive
514,5/3/2021 18:36,$AAL LFG!!! run that **** back! 10ma and 13ma coming up as resistance- BUT we are over the trend- need to close above to get those not on it or seeing it to buy AH and PM https://t.co/N6sB2CsdoA,[],0,5/3/2021 18:36,OnlyGreenTrades,564,positive
515,5/3/2021 18:37,Closed full position AAL 21.50 nice w from 1.45 entry,[],0,5/3/2021 18:37,1TimeOptions,368,positive
516,5/3/2021 18:40,$penn $mara $aal $tsla $opti $spy $srne $coin $sunw $dkng $aapl $hexo $mvis $twtr $fb $amc $gme $fsr $cciv $msft $nio $snap $fubo $wkhs $sndl $pltr  $ocgn $amd $nakd  WE ALERTED $NOVN at $.50 RAN TO $1.30 (160% GAIN)  DAILY ALERTS  $15 ONE TIME FEE  BEAT THAT 👇👇 🚨LINK IN BIO🚨,[],0,5/3/2021 18:40,Right__Stocks,988,positive
517,5/3/2021 18:40,Was on the 5/21 aal dates from the twtr entry,[],0,5/3/2021 18:40,1TimeOptions,368,neutral
518,5/3/2021 18:41,@Liberal_India1 @kirti_sd Medical mhatal ki sagal aal. Inquiry sathi dilet.. Te asayla hav logically,[],0,5/3/2021 18:41,MayureshS4,22,neutral
519,5/3/2021 18:43,"$CBDL Our goal is to be a company that sets and exceeds standards and helps the public see Cannabidiol in a new way, as a staple of healthier lifestyle.  https://t.co/tV33RAYK1B  @StockAlert8   $SPY $QQQ $AMZN $BABA $AMD $AAPL $NFLX $TWTR $AAL $FB $USO $DAL $UBER $UGAZ $DIS $ROKU https://t.co/W1BpDblxDS",[],0,5/3/2021 18:43,stocks_trends,19,positive
521,5/3/2021 18:44,The best plays in stocks &amp; options are alerted live by our experienced and vetted team.https://t.co/AzzTBrIohP  $IAU $CTXR $GGB $CCL $AAL $PBR $BBD $GDX $DNN https://t.co/gUf8pYDySb,[],0,5/3/2021 18:44,wevev4,0,positive
523,5/3/2021 18:49,Our professional traders curate of hot tickers to watch throughout the day Post-Market and Pre-Market Watchlists now included!https://t.co/eg2BE19TL9  $SQQQ $AMD $UXIN $GE $SPY $JOB $X $XLF $AAL https://t.co/VaOk7knqHF,[],0,5/3/2021 18:49,sato45661899,0,positive
522,5/3/2021 18:49,Y'AAL WATCH SPIRITPACT ITS SO GOOD AND THE TWO MAIN LEADS ARE REALLY CUTE AND THE PLOT IS INTRESTING AND ITS SOOOO FUNNY AJHDHDBDB,[],0,5/3/2021 18:49,oblvxious,182,neutral
524,5/3/2021 18:51,Awfa fine tar get back tae some bouldering at @EdenRockClimbin inicht... even wi ma dodgy knee. I'm nae an aal crochal yet!,[],0,5/3/2021 18:51,glenlivetloon,229,neutral
525,5/3/2021 18:52,$LOTZ $7.5  BREAKOUT 🚀  🚀USED CARS DEMAND  ( $fsly $zm $u $pton $net $crwd $fsr $sklz $ge $bac $aal $f $ual $gm $rkt $m $nvda $aapl $nio $li $xpev $plug $msft $mvis $shop $pins $snap $pltr $tsla $sq $riot $mara $rmo $clov $nvax $coin $spce $amc $fb #Bitcoin #Biden #Stimulus 👇 https://t.co/Nhw3oqHjYv,"['Bitcoin', 'Biden', 'Stimulus']",1,5/3/2021 18:52,Techwor00996445,19,positive
529,5/3/2021 18:56,#Brooklyn Woman on #AmericanAirlines flight busted for repeatedly attacking #flightattendant who tried to break up argument https://t.co/SLDhi3ekvZ,"['Brooklyn', 'AmericanAirlines', 'flightattendant']",0,5/3/2021 18:56,ny_paralegal,367,negative
528,5/3/2021 18:56,"#ChurchillDowns, #Louisville, #Kentucky visitors at above 20K in late April!  Click here to see what this means for the #KentuckyDerby: https://t.co/w9InfwcoHj  #Race #Horse #Sports #DerbyDay #Gambling $AAL $UAL $OCGN $GPS $HL $MRNA $M $SLB $IQ $KGC $SWN $BBD $FCX $DAL $LUV $JBLU https://t.co/JWsqA0zrFh","['ChurchillDowns', 'Louisville', 'Kentucky', 'KentuckyDerby', 'Race', 'Horse', 'Sports', 'DerbyDay', 'Gambling']",0,5/3/2021 18:56,derivedfromdata,283,positive
531,5/3/2021 18:57,$AAL Here Are The Stocks With The Highest Short Interest Rate This Week- 86.31 Million in short interest - 634M float = 13.56% https://t.co/mfDGEIXP02,[],0,5/3/2021 18:57,OnlyGreenTrades,564,positive
530,5/3/2021 18:57,"Another example of wanting to have your cake and eat it too  If you really want to post Islamic content, why don’t you make an anonymous account &amp; post?  Imagine one is expected to take seriously someone who, from what is observable, doesn’t take what they’re saying seriously https://t.co/MPYNCJKpXC",[],4,5/3/2021 18:57,Aal_Moalim,1001,neutral
535,5/3/2021 19:00,$penn $mara $aal $tsla $opti $spy $srne $coin $sunw $dkng $aapl $hexo $ibio $vxrt $acb $fb $amc $gme  $fsr $cciv $msft $mvis $snap $fubo $wkhs $sndl $pltr $ocgn $amd $nakd  ALERTED $NIO at $6.1 RAN TO $35 (480% GAIN)  DAILY ALERTS  $15 ONE TIME FEE  BEAT THAT 👇👇 🚨LINK IN BIO🚨,[],1,5/3/2021 19:00,Right__Stocks,988,positive
536,5/3/2021 19:02,$PSWW YOUR ON THE RIGHT TRACK!  @StockAlert8  https://t.co/v3Csc7gm4i  $EYEN $SAVE $GLD $NIO $AAL $CCL $OXY $JNUG $INO $FSR $LYFT $SLV $MESO $UBER $GLD $WORK $SPG $WKHS $STNG $GOLD $RCL,[],0,5/3/2021 19:02,stocks_trends,19,positive
537,5/3/2021 19:02,@Laith_xtdf Hehe very true,[],0,5/3/2021 19:02,Aal_Moalim,1001,neutral
538,5/3/2021 19:03,"Will Central Banks Start to Care About Fundamentals? - May 3, 2021 - https://t.co/hhHEsDSAWc https://t.co/NHE0INU9uo $AMC $DAL $UAL $CZR $TSLA $NKLA $DKNG $PENN $AAL #DAX30 #CAC40 #AEX $CCIV $JBLU $SPY $MGM $GME $BYD $QQQ $NDX $VIX $CPA $ALK $FSR $NCLH $RCL $CCL","['DAX30', 'CAC40', 'AEX']",1,5/3/2021 19:03,Marketupdater,2122,positive
539,5/3/2021 19:09,$DSCR Discovery Minerals Ltd will explore dedicating part of the reserves and production to the Discovery Gold Coin assets.  https://t.co/dK1TVQokUe  @jctb1 $AAL $NAKD $DYNT $INO $GNUS $UAVS $JAKK $NOVN $NOVN $AYRO $IMRN $NAK $BORR $GHSI $WTRH $NAKD $MARK $SHLO $NIO $HMHC https://t.co/jS4hW11Huu,[],2,5/3/2021 19:09,stocksman12,32,positive
541,5/3/2021 19:11,$AAL investors are taking profits from the frothy market everywhere and looking for that next big move. They're landing in Travel and Leisure reopening.  #shortsqueeze #Airlines #travel #leisure,"['shortsqueeze', 'Airlines', 'travel', 'leisure']",0,5/3/2021 19:11,MdFacep,1316,positive
540,5/3/2021 19:11,Tickers with the most bullish news sentiment for 2021-05-03 as of 15:10:02 EST  $PTON $NET $VLDR $SQ $CMG $AAL $XPEV $LI $NIO $TSLA $UAL $PYPL $PINS $LUV $XOM $CRWD $AMZN $CVX https://t.co/WMlZQ6aD9c,[],1,5/3/2021 19:11,stonks_memedar,1994,positive
543,5/3/2021 19:12,"@AmericanAir AAdvantage Program recently reached a significant milestone of 40 years on Saturday, May 1.   AA team team at JAN surprised passengers aboard Flight 4051 with 400 AAdvantage miles! ✈💙  #FlyJAN #AmericanAirlines #aadvantage40th #JacksonMS https://t.co/XVvTRqpK5J","['FlyJAN', 'AmericanAirlines', 'aadvantage40th', 'JacksonMS']",0,5/3/2021 19:12,JacksonAirports,681,positive
545,5/3/2021 19:23,@hafsa_khan7 Praise aal e saud for it🧐,[],0,5/3/2021 19:23,Akh__irfan,531,neutral
546,5/3/2021 19:23,late night deep convos aal balcon&gt;&gt;&gt;,[],0,5/3/2021 19:23,jala2tia,529,neutral
547,5/3/2021 19:30,"Moisand Fitzgerald Tamayo LLC,has filed Form 13F for Q1 2021.Opened NEW positions in $AAL $ADSK $AIG $AMC $APPN $BABA $BAND $BUD $CCIV  Try Insider Forms mobile app, get realtime notifications and more  https://t.co/t5CkFUZh7T",[],0,5/3/2021 19:30,InsiderForms,1646,positive
548,5/3/2021 19:31,Get instant updates and free trials join here   $AMC $GME $NOK  $SPY $RH $BB $RKT $AAPL $AAL $NAKD $SOL $DAL $M $TSLA $SLV $X $FB $PT $NIO $KOSS $SPY $TWTR $AMZN $GOOG $TSLA $COST https://t.co/BgWAYeXRf9,[],1,5/3/2021 19:31,RAJURAYM,77,positive
549,5/3/2021 19:35,🚀Alerted an entry for $COST win of 121%.   ✅Check us out  🔥  $NAKD $TSLA $AAPL $NIO $SPY $INTC $GE $SNDL $NXTD $KGC $ZOM $FCEL $FEYE  $ZM $AAL  $PLTR  $CCL  $MSFT  $PFE $PLUG  $WFC  $AMD  $VXX  $CNSP $QQQ https://t.co/SsjcjV0l6S,[],1,5/3/2021 19:35,Bigbang48184,38,positive
550,5/3/2021 19:39,$LOTZ $7.5 IT'S READY 🚀  USED CARS DEMAND🚀  ( $fsly $zm $u $pton $net $crwd $fsr $sklz $ge $bac $aal $f $ual $gm $rkt $m $nvda $aapl $nio $li $xpev $plug $msft $mvis $shop $pins $snap $pltr $tsla $sq $riot $mara $rmo $clov $nvax $coin $spce $amc $fb #Bitcoin #Biden #Stimulus 👇 https://t.co/ahyLEoowXx,"['Bitcoin', 'Biden', 'Stimulus']",1,5/3/2021 19:39,Techwor00996445,19,positive
552,5/3/2021 19:44,"@cameron_plautz Yes I have those as leaders, it seems like one day value leads the next it's tech. I'm making sure I have exposure to AAL and BA just in case the Dow wants to hog the money in the short term. I like NKE PG WMT as new leaders on all timeframes",[],0,5/3/2021 19:44,puppy_trades,23908,neutral
551,5/3/2021 19:44,@stayawayIRL 10 dollars aal 1500❤,[],0,5/3/2021 19:44,bnshdd,560,positive
553,5/3/2021 19:46,The beauty of Aal e Mohammad is that  fazail of one are fazail of them all.  Museebat of one is also museebat of them all.  Tonight's masaib are not Ali's - tonight we cry for what starts here and continues to Karbala. 💔,[],0,5/3/2021 19:46,wrongsidenose,200,neutral
555,5/3/2021 19:47,$CBSC starting to move +14% 2.7 mill float going to take off !   $NAKD $JAGX $ZOM $TSLA $FTFT $CNET $ACST $GSAT $SNDL $AVGR $LMFA $MARA $FCEL $GE $BA $SIRI $AAL $NVDA $MU $T $SPY $AMD $MSFT $BAC $BABA $UBER $PFE $X $GRNQ $NIO $AMZN $AAPL $BB $M $KO $BP $BIDU $FUBO https://t.co/mlPI1wfUQC,[],0,5/3/2021 19:47,Jackmor98705125,195,positive
554,5/3/2021 19:47,@lvlyjooniiee Ahhh thank youuu 😩☝🏽 you da best ❤️❤️,[],0,5/3/2021 19:47,BTShypeman_aal,243,neutral
556,5/3/2021 19:47,✅ https://t.co/FdKTQdTQQT  ✅@pacvgroup $PACV 💥  ✅Sales Ramping as Restrictions Lift in California   https://t.co/igCGKDrcpN  @jctb1 $DKNG $AAL #AEX $CCIV $TTCF $JBLU $SPY $MGM $GME $BYD $QQQ $NDX $VIX $CPA $FSR $STPK $RCL https://t.co/iwJYRM3aOW,['AEX'],0,5/3/2021 19:47,stocksman12,32,positive
558,5/3/2021 19:51,"@optionstest1 BA was on that screener for a hot minute at 195-215 before it ran to +250. I think BA AAL and CCL aren't done, screener says a lot more juice at wave theory agrees",[],0,5/3/2021 19:51,puppy_trades,23908,neutral
559,5/3/2021 19:52,"$AAL #American Airlines #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/tIcVk8LprM","['American', 'Options', 'maxpain', 'OptionsTrading', 'OptionsFlow', 'optionstrade', 'optiontrading', 'stocks', 'stock', 'StockMarket', 'Investment', 'investing', 'invest', 'investor', 'investors', 'UOA']",0,5/3/2021 19:52,MITickWatcher,5165,positive
560,5/3/2021 19:57,#Options Flow Grid Update $AAL #OptionsTrading American Airlines Group Shares ⬆️1% to $21.94 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlrW3B https://t.co/zUXUBYIzeA,"['Options', 'OptionsTrading', 'OptionsFlow', 'optiontrading', 'stocks', 'stock', 'StockMarket', 'investing', 'Investment']",0,5/3/2021 19:57,MinteractApp,5129,positive
561,5/3/2021 20:03,The bull case for $AAL. Multi-month support holding and building. The second chart is a close up of the faux breakdown last week. I do not think that all that volume was retail buying the breakdown. https://t.co/evBAD3aVG0,[],0,5/3/2021 20:03,Shack_SI,471,positive
562,5/3/2021 20:04,heaven faaaaalls heaven faaaaaallllsssss heaven fal al al allls on me as heaven faaaaaaaallllsss heaven faaaaaaalllls heaven fal al aal down on me,[],0,5/3/2021 20:04,gendrman,5226,neutral
563,5/3/2021 20:07,Closed losing positions in $CODX  $XL $AAL   keeping $UONE  $APT,[],0,5/3/2021 20:07,fpbegin,272,negative
566,5/3/2021 20:10,"$AAL flat on everything except AAL- to crazy of a market to hold anything- nice short day  $DOGE though! 💪  $QQQ I think we are closing the gap this week @ 332.50 (Also the 13MA ""support"" and bottom bollinger band)- ""sell in May walk away"" effect...",[],0,5/3/2021 20:10,OnlyGreenTrades,564,negative
565,5/3/2021 20:10,$AAL in Uptrend: RSI indicator exits oversold zone. View odds for this and other indicators: https://t.co/diB1z9B9nW #AmericanAirlinesGroup #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/m7nehZCCmB,"['AmericanAirlinesGroup', 'stockmarket', 'stock', 'technicalanalysis', 'money', 'trading', 'investing', 'daytrading', 'news', 'today']",0,5/3/2021 20:10,Tickeron,9733,positive
564,5/3/2021 20:10,Most winning chat-room!!! Grow your account with exclusive trading scripts &amp; strategy.https://t.co/LkdJf0s9pY  $IAU $CTXR $GGB $CCL $AAL $PBR $BBD $GDX $DNN https://t.co/nfSj1GLLw4,[],0,5/3/2021 20:10,fenij3,0,positive
567,5/3/2021 20:16,Finals week 🏃🏽‍♀️🔫,[],0,5/3/2021 20:16,BTShypeman_aal,243,neutral
568,5/3/2021 20:22,$penn $mara $aal $tsla $opti $spy $srne $coin $sunw  $dkng $aapl $hexo $ibio $vxrt $acb $fb $amc $gme $fsr $cciv $msft $nio $snap $fubo $wkhs $sndl $pltr $ocgn $amd $nakd  WE ALERTED $MVIS at $10 RAN TO $25 (150% GAIN)  DAILY ALERTS  $15 ONE TIME!  BEAT THAT 👇👇 🚨LINK IN BIO🚨,[],0,5/3/2021 20:22,Right__Stocks,988,positive
569,5/3/2021 20:24,@Suhelseth ⭐ 113% profit alert on FB!  🔶 Our team takes the guesswork out of trading and helps you to take your trading strategy to the next level!  $TSLA $AYRO $NKLA $SAVE $VRM $SHOP $BBAR $ZNGA $AAL $CACC $ESE $SPCE $FCEL $TRIP $BYND $MRNA $OXY $PENN $GMBL $SPY $KTOV $GNUS https://t.co/M4VHAA71iI,[],0,5/3/2021 20:24,junayed61732943,122,positive
570,5/3/2021 20:25,Update+Alerts+watchlist  All are here in this discord group 📌    📕⏳🟡70k+members   $WYNN $HOME $KNDI $MOBL $CBAT $NOW $PYPL $FB $GLD $TDOC $AMD $QQQ $BLNK $INTC $NFLX $BABA $BTC.X $MU $MOMO $TSN $FEYS $CAKE $SPAQ $KODK $QCOM $DOW $GOOGL $DOW $TDOC $AAL $EBAY https://t.co/PeZoZs1RQb,[],0,5/3/2021 20:25,stocktrader5550,555,positive
574,5/3/2021 20:28,⭐ 113% profit alert on FB!  🔶 Our team takes the guesswork out of trading and helps you to take your trading strategy to the next level!  $TSLA $AYRO $NKLA $SAVE $VRM $SHOP $BBAR $ZNGA $AAL $CACC $ESE $SPCE $FCEL $TRIP $BYND $MRNA $OXY $PENN $GMBL $SPY $KTOV $GNUS $BA $FCEL https://t.co/Jpeq1cUlZC,[],0,5/3/2021 20:28,junayed61732943,122,positive
572,5/3/2021 20:28,"Bullish earnings. We were on the right side of this one for some nice gains.""  $SSPK $SUNW $SVVC $SZK $THBR $TWM $TZA $USDU $SUNW $AAPL $SQQQ $POLA $TSLA $NKLA $NETE $AMD $AAL $OGE $QQQ $TQQQ $CBAT $WKHS $SPI $PLUG $NAKD $SOLO https://t.co/lnAw6O7lnv",[],0,5/3/2021 20:28,RAJURAYM,77,positive
573,5/3/2021 20:28,Start trading 6months ago and made 5k to $49k Big thanks to this   $AMZN $FB $LOVE $WORK $AAPL $AMD $MNTA $GLD $TWR $SLV $XOM $WMT $CCL $HD $XLE $SPY $IWM $ES $WPX $BA $SPG $MCD $MFA $HTZ $AAL $CHWY $QQQ $C $ES $AMC $DIS $ZNGA $ZM $GDX $PLNT $MGM $WORK https://t.co/typ2KJEpg8,[],0,5/3/2021 20:28,RAJURAYM,77,positive
575,5/3/2021 20:29,"Lord let me go add myself to these pics, so my delusion can seem like my reality 🥵💜 https://t.co/NJk5c1UDfY",[],0,5/3/2021 20:29,aal_ish,265,negative
